Name,f1,f2,f3,color
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/02 Mey Solo (Ankara~ Turkey).wav,46.438087,-16.961054,-32.26177,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/03 Jirbe (Manama~ Bahrain).wav,83.62802,-12.187111,-21.58834,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/04 Music For Formal Classic Dance (Kuala Kerai~ Malaysia).wav,24.625296,13.012311,9.097664,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/05 Kama And Double-Naqqara (Shiraz~ Iran).wav,-31.31185,-3.9557364,-13.852605,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/06 Dil-Tyuduk Solo (Daulatadbad~ Afghanistan).wav,-52.894226,21.539658,3.737149,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/07 Wedding Procession (Tlemsen~ Algeria).wav,-37.143414,-16.68007,10.109709,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/08 Saltarello (Castelnuovo~ Near Isernia~ Italy).wav,-51.33953,-6.8342505,-36.478672,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/09 Tulum Solo (Puygulu~ Near Camie Hemsin~ Turkey).wav,38.3007,-23.618177,-28.548786,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/10 Music To Call The Spirits (Brastigi~ Indonesia).wav,4.973013,-75.62865,-28.699396,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/11 Shephards' Songs From Syria (Damascus~ Syria).wav,47.80504,43.925312,-68.50826,red
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/12 Poonzuk (Dhadar~ Baluchistan~ Pakistan).wav,36.934296,-17.787388,-39.123093,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/13 Ghoomar (Jaisalmer~ India).wav,-24.88823,-25.039402,23.860603,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/14 Dance Music (Foum El Ancur~ Morocco).wav,-8.615097,-54.304455,5.070086,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/15 Drum Solo (Kabul~ Afghanistan).wav,-0.7335229,-44.12779,37.095436,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/16 Orchestra Of The Sultan Of Dosso (Dosso~ Nigeria).wav,-14.881717,-65.05726,18.833233,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/17 Dance Music (Jaipur~ India).wav,51.168762,-21.262875,-37.417747,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/18 Chang Solo (Quetta~ Pakistan).wav,-77.53744,-23.009727,-19.658073,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/19 Adhari (Muharraq~ Bahrain).wav,8.205027,32.17289,24.412758,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/20 Tabla Solo (Lahore~ Pakistan).wav,26.995296,-60.700512,17.498737,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/21 Religious Observances Of Al Haq Sect (Sanandaj~ Kurdistan~ Iran).wav,-6.1751695,-48.63894,48.82911,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/22 Dindoun (Ghardaia~ Algeria).wav,21.357916,-6.2613335,-50.56584,darkred
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/23 Zarb and Santur (Teheran~ Iran).wav,-46.6481,-6.620406,19.418163,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/24 Ayala (Al-Ain~ Abu Dhabi).wav,21.495495,-34.020382,23.415854,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/25 Mihbash (Ma'an~ Jordan).wav,46.26372,-46.75635,20.537308,darkblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/26 Ghaita (Rouissat~ Near Ourgla~ Algeria).wav,-42.609955,-13.013965,-28.051588,skyblue
./Clips/Compilations/Music In The World Of Islam/Music In The World Of Islam - Reeds~ Bagpipes~ Drums & Rhythms/27 Bendir (Ouzad~ Middle Atlas~ Morocco).wav,-2.5129907,-49.37896,9.8865185,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/01 Recitation Of Verses Of The Qu'ran (Al-Ateuf~ near Ghardala~ Algeria).wav,-27.121735,-70.01149,58.939995,olive
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/02 Dhikr (A Sufi Ceremony_ Fayoum Oasis~ Egypt).wav,-8.664406,3.610095,33.699413,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/03 Houri (Secular Vocal Musci_ Sandandaj~ Kurdistan~ Iran).wav,-11.640822,42.151447,44.308098,olive
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/04 Bedouin Wedding Songs (South of Wadi Musa~ Jordan).wav,-34.19384,18.328838,34.539253,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/05 Ghazal~ Or Love Song (Tarif~ Abu Dahbi).wav,-69.24431,37.697323,8.788868,darkred
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/06 Gurdum Gurdum (Love Song_ Daulatabad~ North Of Balkh~ Afghanistan).wav,20.016373,3.3577816,-1.7874248,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/07 Song At The Feast After Ramadan (Near Nagfa~ Eritrea~ Ethiopia).wav,-21.8942,-65.19663,42.277473,skyblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/08 Haddadi (Muharraq~ Bahrain).wav,13.516439,30.960321,27.891903,red
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/09 Kavali (A Devotional Song_ Hyderabad~ Deccan~ India).wav,-0.80661196,-43.995235,23.702906,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/10 Abu Zeluf (Beirut~ Lebanon).wav,55.660633,12.199448,35.088985,red
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/11 Leader _ Chorus Song (Jijiga~ Harar Province~ Ethiopia).wav,-43.681202,34.00493,-20.209164,red
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/12 Radha _ Ga's (Bedouin Song~ Sharjah~ UAE; Ga's - Fayoum~ Egypt).wav,-65.12803,35.09148,9.9369955,skyblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/13 Love Song (Aqcha~ Afghanistan).wav,-13.873663,-9.297802,18.377813,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/14 Tahlil (Baghdad~ Iraq).wav,-8.921093,-77.510994,44.284855,skyblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/15 Taqsim In Maqám Iraq ('Ud~ Baghdad~ Iraq).wav,33.636005,-37.86268,45.230713,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/16 Taqsim In Maqám Hejaz ('Ud~ Baghdad~ Iraq).wav,-12.015003,61.9092,-35.86361,red
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/17 Hausi In Makám Iraq (Kuitra~ Tlemçen~ Algeria).wav,-51.16399,-50.99415,-16.083769,darkblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/18 Tar Solo In Dastgah Mahur (Teheran~ Iran).wav,-23.705189,49.361614,13.927865,skyblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/19 Tambur Solo (Daulatabad~ Afghanistan).wav,-39.007107,-12.034018,15.222015,skyblue
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/20 Gunbri (Lute~ Foum el Ançur~ Morocco).wav,22.722256,-12.345675,80.91572,olive
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/21 Taskim In Makám Nishaburek (Ankara~ Turkey).wav,18.379932,-13.478217,83.863174,olive
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/22 Solo In Dastgah Af-Shari (Sehtar~ Teheran~ Iran).wav,38.935368,55.15406,-32.897175,red
./Clips/Compilations/Music In The World Of Islam/The Human Voice:Lutes/23 Wedding Song (By A Village Ensemble~ Aqcha~ Afghanistan).wav,-33.35678,4.9914784,9.3503475,darkblue
./Clips/Compilations/Oman_ Arabian Weddings/01 `Azi.wav,-11.995014,11.9988785,31.238626,darkblue
./Clips/Compilations/Oman_ Arabian Weddings/02 Henna Songs For the Bride.wav,-48.10917,64.869896,13.009757,skyblue
./Clips/Compilations/Oman_ Arabian Weddings/03 Ghina' Nisa'.wav,5.353951,-73.57239,-48.080105,darkred
./Clips/Compilations/Oman_ Arabian Weddings/04 Lewah.wav,-6.2490788,-35.185577,-15.597474,darkred
./Clips/Compilations/Oman_ Arabian Weddings/05 Badawiyah.wav,-19.846243,59.015865,-40.633106,red
./Clips/Compilations/Oman_ Arabian Weddings/06 Ghina' Nisa'.wav,-84.91213,15.28708,-19.012878,skyblue
./Clips/Compilations/Oman_ Arabian Weddings/07 Qurbah.wav,26.003279,19.388214,-59.581863,darkred
./Clips/Compilations/Oman_ Arabian Weddings/08 Ritual Hair Cutting.wav,-54.305794,43.091026,2.4361522,skyblue
./Clips/Compilations/Oman_ Arabian Weddings/09 Zaffat Al-Mu'aris.wav,-85.05911,30.446768,-14.427421,darkred
./Clips/Compilations/The Dastgah Systems (1991)/01 Dastgah Of Mahour.wav,-39.69235,17.176226,6.5095773,darkblue
./Clips/Compilations/The Dastgah Systems (1991)/02 Avaz Of Bayate Esfahan.wav,19.992893,3.8583047,51.449654,darkblue
./Clips/Compilations/The Dastgah Systems (1991)/03 Avaz Of Afshari.wav,-55.238903,2.2319653,15.591303,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/04 Dastgah Of Shour.wav,-49.28262,3.385809,10.413988,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/05 Dastgah Of Crgah.wav,-34.169186,50.726097,16.447956,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/06 Dastgah Of Homayoun.wav,-52.88908,-8.68079,32.496494,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/07 Dastgah Of Segah.wav,-41.682644,6.571214,20.120703,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/08 Avaz Of Bayate Tork.wav,-31.135674,53.448036,11.152339,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/09 Avaz Of Abu Ata.wav,0.42353565,53.058117,13.954519,skyblue
./Clips/Compilations/The Dastgah Systems (1991)/10 Avaz Of Dashti.wav,-36.405922,11.952334,8.610378,darkblue
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-01 Dikr~ Part 1.wav,72.23549,24.59202,-38.3185,darkred
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-02 Dikr~ Part 2.wav,68.357925,20.926361,-47.291935,darkred
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-03 Fatha.wav,17.3503,37.74457,14.07155,red
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-04 Dikr~ Part 3.wav,73.276024,19.393404,-45.52067,darkred
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-05 Invocation.wav,4.2600975,24.011148,-37.99822,red
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-06 Ada~ Part 1.wav,11.98413,38.826954,12.560718,red
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/1-07 Ada~ Part 2.wav,60.5288,13.556345,-51.68497,darkred
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/2-01 Scene Inauguration.wav,64.16741,15.161329,-54.900715,darkred
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/2-02 Dikra Rebbania.wav,75.80483,28.881416,-33.34908,red
./Clips/Compilations/The Music of Islam/Aissaoua Brotherhood of Marrakesh/The Music of Islam~ Vol. 5_ Aissaoua Sufi Ceremony~ Marrakesh~ Morrocco/2-03 Closing Music.wav,39.72896,51.226444,-18.356956,red
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/01 Khatwet habiby (Footsteps of my love).wav,29.1871,-3.7367785,-64.71576,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/02 El helwa dayer shebbak (The beautiful girl in the window).wav,-14.613687,2.9654107,-36.336296,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/03 'Ud Solo.wav,2.9562292,-34.871105,19.143238,darkblue
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/04 Ana fi entizarak khalet (I got tired of waiting for you).wav,37.32574,-12.4841585,-69.13431,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/05 Nay Solo.wav,4.610372,69.31898,66.13901,red
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/06 Samra ya samra (Oh you brown girl).wav,49.72933,35.47926,-85.31646,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/07 Qanun Solo.wav,-67.3635,38.430107,21.539772,skyblue
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/08 Bint al-balad (Daughter of the country).wav,42.32536,33.774036,-87.00713,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/09 Tabalah Solo.wav,-28.562021,4.268814,-30.309244,darkblue
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/10 Sama'i Bayati (Al-aryan).wav,38.60392,-12.610216,-61.152138,darkred
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/11 Riqq Solo.wav,52.023743,60.25066,-47.909386,red
./Clips/Compilations/The Music of Islam/Egypt The Music of Islam~ Vol. 1_ Al-Qahirah - Classical Music of Cairo/12 Habibi wa enaya (My darling~ my dear).wav,38.71447,-17.993061,-67.692924,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/01 Al-Kartch.wav,58.621346,-16.771454,-9.917166,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/02 Folk Song.wav,68.69713,-19.292122,-11.865713,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/03 Nubian Rhythms (Koneksh~ Holi~ Najimshad).wav,41.042023,-49.666367,-22.089716,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/04 Zafa (The groom's wedding procession).wav,63.72822,-16.362492,-26.911358,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/05 Popular Games.wav,52.375687,-21.02543,-17.852041,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/06 Al-Najimshad (Medley).wav,58.69118,-25.493896,-12.957611,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/07 Al-Soukh (At the Market).wav,59.12763,-21.147554,-15.443568,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/08 Salaam ya.wav,61.485603,-14.991932,-20.771446,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/09 Al-Sayaddin (Fishermen).wav,61.686646,-8.022101,-7.295768,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/10 Al-Tatha.wav,63.92513,1.3372877,-19.67591,darkred
./Clips/Compilations/The Music of Islam/Egypt the Music of Islam~ Vol. 3_ Music of the Nubians~ Aswan~ Egypt/11 Allah Musau.wav,52.429825,-9.000815,-17.274305,darkred
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/01 Ulad Mambara (The Sons of Bambara).wav,13.10747,-56.361332,-11.8834915,darkblue
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/02 Yobati - Kalkani bulila.wav,23.841011,-55.09256,-0.32100004,darkblue
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/03 'Ada.wav,42.194263,-14.121737,-26.55127,darkred
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/04 Buderbala - Buhala.wav,30.42946,-24.221245,-29.421188,darkred
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/05 Itchalaba titara.wav,25.972692,-58.3251,-5.6063704,darkblue
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/06 Yomala.wav,20.162086,-48.72081,-28.99333,darkred
./Clips/Compilations/The Music of Islam/Morocco The Music of Islam~ Vol. 6_ Al-Maghrib (Gnawa Music)/07 Mimuna.wav,19.770433,-57.509125,-31.977222,darkred
./Clips/Compilations/The Music of Islam/Pakistan The Music of Islam~ Vol. 13_ Music of Pakistan/01 Raga Bairagi Bhairavi (Early Morning).wav,1.2076539,22.401703,-7.467818,red
./Clips/Compilations/The Music of Islam/Pakistan The Music of Islam~ Vol. 13_ Music of Pakistan/02 Raga Puriya Dhanashri (Early Evening).wav,-3.7244487,29.683804,-9.057038,red
./Clips/Compilations/The Music of Islam/Pakistan The Music of Islam~ Vol. 13_ Music of Pakistan/03 Raga Yaman (Evening).wav,0.582754,13.780675,-11.366742,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/01 Quam na dimi.wav,54.894596,6.9685845,-50.312218,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/02 Ish lonak ini.wav,45.988117,-4.506302,-49.935898,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/03 Taqsim I (maqam kurd).wav,53.68229,33.56454,-62.91233,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/04 Ya gariya khabirini.wav,50.486813,-9.561254,-55.591007,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/05 Al hajr.wav,48.74226,10.684923,-47.182888,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/06 Marou alyaa el-helwen.wav,47.39957,-9.506761,-70.28069,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/07 Taqsim 2 (maqam nahawand).wav,52.409534,-36.245922,25.55745,darkblue
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/08 Bead konto.wav,55.182903,-16.98858,-45.611164,darkred
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/09 Lama bada yatasana.wav,54.187576,15.699578,-49.37039,red
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/10 Taqsim 3 (maqam rast).wav,11.010979,-36.79864,18.557251,darkblue
./Clips/Compilations/The Music of Islam/Qatar the Music of Islam~ Vol. 4_ Music of the Arabian Peninsula~ Doha~ Quatar/11 Ya helo ya abu el-sedara.wav,52.88421,7.5883155,-41.483517,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-01 Ba'ad Al 'Asaha.wav,71.81917,-26.323687,-63.668507,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-02 Fi Solam Al Taeira.wav,70.24359,28.717766,-54.496857,red
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-03 Lala Todayeqoun Al Tarfi.wav,71.28056,5.853999,-52.965504,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-04 El Banat Metalemat.wav,68.48517,-4.8283806,-63.57351,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-05 Ibnattan Arabiyattan.wav,72.31818,-3.8892276,-69.15728,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-06 Mili 'Allaya Mili.wav,67.599724,-22.777863,-65.16574,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-07 Qaṣidah.wav,61.257507,63.43694,-52.875904,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-08 Ya Rim.wav,55.699093,-38.581493,-44.662888,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-09 Allah Ani Talabtak~ Ma Talabt Al Bakhil.wav,68.079735,-22.311256,-71.02173,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-10 Ya Warid Al Ma~ Asqini Sharaban.wav,60.787327,-12.218502,-67.20319,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-11 Sid El 'Arab.wav,76.81997,2.4612513,-58.493076,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-12 Nartiji Wa Al Raja Fi Allah.wav,72.11991,-23.34562,-58.409885,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-13 Khelli Ya Khelli.wav,61.019978,-29.01003,-49.62488,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-14 Gal Al Wada'.wav,44.33789,-17.288176,-52.922264,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-15 Barhum Ya Barhum.wav,-3.2437596,-52.426796,-82.99014,darkred
./Clips/Compilations/The Music of Islam/The Music Of Islam - Volume 2_ Music Of The South Sinai Bedouins/2-16 Ahlan Wa Sahlan.wav,63.586006,8.629605,-60.14291,darkred
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-01 Rateup maseukat.wav,-31.529903,1.917641,-3.897296,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-02 Pho.wav,-8.151518,15.242263,23.358595,darkblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-03 Seudati inong~ Female Seudati.wav,-38.81393,-28.513832,16.988512,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-04 Seudati inong~ Female Seudati.wav,-38.637726,2.0606415,-13.39056,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-05 Seudati inong~ Female Seudati.wav,-38.84898,6.774225,-16.551786,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-06 Rapai daboih.wav,-6.375914,-22.933794,70.47812,olive
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-07 Rapai daboih.wav,-12.4356,-24.210533,72.25544,olive
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-08 Seudati.wav,-27.1345,-77.33964,30.603277,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam Vol. 15_ Muslim Music of Indonesia~ Aceh and West Sumatra/2-09 Seudati.wav,-20.74098,6.432032,25.997421,skyblue
./Clips/Compilations/The Music of Islam/The Music of Islam~ Vol. 10_ Qur'an Recitation~ Istanbul~ Turkey/01 Ezan - Call to Prayer.wav,5.4767957,20.681057,40.180553,red
